,Company,TypeName,Ram,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand
39,HP,Notebook,8,Windows,2.1,608.83056,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
40,Asus,Notebook,4,Other,2.0,269.43695999999994,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
41,Dell,Gaming,16,Windows,2.65,1038.26736,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
42,Asus,Notebook,8,Other,2.3,362.2437936,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia
43,Acer,Notebook,4,Windows,2.2,472.38048,0,1,141.21199808219862,Intel Core i5,0,256,Intel
44,Dell,2 in 1 Convertible,12,Windows,2.77,691.94736,1,0,127.33567457123111,Intel Core i5,1000,0,Nvidia
45,Apple,Ultrabook,8,Mac,1.37,982.8561599999998,0,1,226.98300468106115,Intel Core i5,0,256,Intel
46,Lenovo,Notebook,4,Other,2.2,255.58416,0,0,100.45466986113651,Intel Core i3,0,128,Intel
47,Asus,Gaming,8,Windows,3.2,899.7393599999999,0,0,127.33567457123111,AMD Processor,1000,256,AMD
48,Dell,Notebook,4,Windows,2.3,442.59695999999997,0,0,141.21199808219862,Intel Core i5,0,256,AMD
49,Asus,Notebook,4,Windows,2.8,322.77024,0,0,90.58340172449303,Other Intel Processor,1000,0,Nvidia
50,Lenovo,2 in 1 Convertible,4,Other,0.69,220.95216,1,1,224.17380907857276,Other Intel Processor,0,0,Intel
51,Acer,Notebook,8,Windows,2.2,582.5102400000001,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
52,HP,Notebook,4,Windows,1.86,276.0101136,0,0,141.21199808219862,AMD Processor,0,256,AMD
53,HP,Notebook,8,Windows,1.49,763.98192,0,0,165.6321180513006,Intel Core i7,0,512,Intel
54,Acer,Notebook,4,Windows,2.4,265.97375999999997,0,0,100.45466986113651,Intel Core i3,1000,0,Intel
55,Dell,Notebook,8,Windows,2.13,531.808992,0,0,141.21199808219862,Intel Core i7,0,256,AMD
56,HP,Notebook,4,Windows,1.91,304.06895999999995,0,0,141.21199808219862,Intel Core i3,0,128,Intel
57,Asus,Notebook,4,Windows,2.0,406.0186416,0,0,100.45466986113651,Intel Core i5,0,256,Intel
58,MSI,Gaming,16,Windows,2.43,1696.2753599999999,0,0,127.33567457123111,Intel Core i7,2000,256,Nvidia
59,Asus,Notebook,4,Other,2.0,287.4456,0,0,141.21199808219862,Intel Core i3,0,256,Intel
60,Dell,Notebook,16,Windows,2.8,899.7393599999999,0,0,127.33567457123111,Intel Core i7,2000,256,AMD
61,Dell,Ultrabook,8,Windows,1.7,608.83056,0,0,157.3505121487356,Intel Core i5,0,256,Intel
62,Lenovo,Notebook,8,Other,1.7,414.89136,0,1,157.3505121487356,Intel Core i3,0,256,Intel
63,Asus,Notebook,8,Windows,1.4,651.77424,0,0,157.3505121487356,Intel Core i5,0,256,Intel
64,HP,Notebook,8,Windows,1.86,477.92159999999996,0,0,141.21199808219862,Intel Core i5,0,256,Intel
65,Asus,Ultrabook,16,Windows,1.8,1373.50512,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
66,HP,Notebook,4,Windows,1.86,303.85424159999997,0,0,100.45466986113651,Intel Core i3,500,0,AMD
67,HP,Notebook,4,Windows,1.44,158.61456,0,0,111.93520355955211,Other Intel Processor,0,32,Intel
68,Lenovo,Notebook,4,Windows,1.9,380.25936,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
69,Asus,Gaming,12,Other,3.0,657.3153599999999,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia
70,Microsoft,Ultrabook,4,Windows,1.252,754.28496,1,0,200.84255993695703,Intel Core i5,0,128,Intel
71,Dell,Ultrabook,8,Windows,1.4,661.4712,0,1,165.6321180513006,Intel Core i7,0,256,AMD
72,Dell,Notebook,8,Windows,2.2,602.5967999999999,0,0,141.21199808219862,Intel Core i7,0,256,AMD
73,MSI,Gaming,8,Windows,2.7,758.4408,0,0,127.33567457123111,Intel Core i5,1000,128,Nvidia
74,Acer,Notebook,8,Windows,2.1,269.43695999999994,0,0,111.93520355955211,Intel Core i3,1000,0,Intel
75,Asus,Gaming,8,Windows,2.2,657.3153599999999,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
76,Lenovo,Notebook,8,Other,2.2,359.48015999999996,0,0,141.21199808219862,Intel Core i5,2000,0,Intel
77,Dell,Notebook,8,Windows,2.02,592.2072,0,0,141.21199808219862,Intel Core i7,1000,128,Intel
78,Acer,Notebook,4,Windows,2.2,367.0992,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
79,HP,Notebook,8,Windows,2.5,676.7092799999999,0,0,127.33567457123111,Intel Core i5,1000,128,Nvidia
80,Dell,Ultrabook,8,Windows,1.88,759.2442623999999,0,1,141.21199808219862,Intel Core i5,0,256,Intel
81,Apple,Ultrabook,8,Mac,0.92,1045.8864,0,1,226.41554716935852,Intel Core i5,0,512,Intel
82,HP,Notebook,8,Windows,1.63,595.6704,0,0,157.3505121487356,Intel Core i5,0,256,Intel
83,Lenovo,Notebook,4,Windows,2.2,276.36336,0,0,141.21199808219862,AMD Processor,0,128,AMD
84,Acer,Notebook,4,Windows,2.1,273.59279999999995,0,0,100.45466986113651,AMD Processor,1000,0,AMD
85,Dell,Gaming,16,Windows,2.65,934.37136,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
86,HP,Ultrabook,8,Windows,1.83,484.15536,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
87,HP,Notebook,8,Windows,1.96,414.88443359999997,0,0,141.21199808219862,Intel Core i5,0,256,Intel
88,Asus,Gaming,16,Windows,2.2,1003.63536,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
89,Dell,Ultrabook,8,Windows,1.21,1142.16336,0,1,165.6321180513006,Intel Core i7,0,256,Intel
90,Asus,Gaming,8,Windows,2.45,484.15536,0,0,141.21199808219862,AMD Processor,1000,0,AMD
91,Acer,Notebook,8,Windows,2.2,477.22896,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
92,HP,Notebook,16,Windows,1.49,829.0900800000001,0,0,165.6321180513006,Intel Core i7,0,512,Intel
93,Dell,Gaming,8,Windows,2.65,827.7048,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
94,Asus,Ultrabook,8,Windows,1.25,726.57936,0,0,157.3505121487356,Intel Core i7,0,256,Intel
95,Acer,2 in 1 Convertible,8,Windows,1.5,586.66608,1,1,165.6321180513006,Intel Core i5,0,256,Intel
96,Dell,Notebook,8,Other,2.2,415.514736,0,0,141.21199808219862,Intel Core i7,1000,0,AMD
97,Dell,Notebook,4,Other,2.2,335.93039999999996,0,0,141.21199808219862,Intel Core i3,0,256,AMD
98,Asus,Notebook,6,Windows,2.0,399.65328,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia
99,HP,Gaming,12,Windows,2.62,865.10736,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
100,HP,Notebook,8,Windows,1.91,498.00816,0,0,141.21199808219862,Intel Core i7,0,256,AMD
101,HP,Notebook,4,Windows,2.1,241.73136,0,0,141.21199808219862,AMD Processor,500,0,AMD
102,Dell,Notebook,8,Other,2.2,448.13808,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
103,HP,Ultrabook,8,Windows,1.38,775.06416,0,1,165.6321180513006,Intel Core i7,0,256,Nvidia
104,Microsoft,Ultrabook,8,Windows,1.252,928.1375999999999,1,0,200.84255993695703,Intel Core i5,0,256,Intel
105,HP,Notebook,6,Windows,1.58,456.4497599999999,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia
106,Lenovo,Notebook,4,Windows,1.85,287.37633600000004,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
107,Asus,Ultrabook,8,Windows,1.3,826.31952,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia
108,MSI,Gaming,16,Windows,2.2,899.7393599999999,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia
109,Lenovo,Notebook,8,Windows,1.58,1025.1072,0,1,157.3505121487356,Intel Core i7,0,256,Intel
110,Asus,Ultrabook,16,Windows,1.5,874.11168,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia
111,Dell,Ultrabook,8,Windows,1.23,955.1505599999999,1,0,276.053530085501,Intel Core i7,0,256,Intel
112,Lenovo,2 in 1 Convertible,8,Windows,1.37,969.0033599999999,1,1,165.6321180513006,Intel Core i5,0,256,Intel
113,HP,Notebook,4,Windows,1.63,500.08608000000004,0,1,111.93520355955211,Intel Core i5,500,0,Intel
114,Dell,Ultrabook,8,Windows,1.21,1128.31056,0,1,165.6321180513006,Intel Core i5,0,256,Intel
115,HP,2 in 1 Convertible,8,Windows,1.26,968.9964335999999,1,1,165.6321180513006,Intel Core i5,0,256,Intel
116,HP,Notebook,8,Windows,1.63,750.8217599999999,0,0,157.3505121487356,Intel Core i7,0,512,Intel
117,Dell,Notebook,8,Windows,2.16,782.9117711999999,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
118,Asus,Notebook,4,Windows,2.0,390.64895999999993,0,0,127.33567457123111,Intel Core i3,1000,0,Nvidia
119,Asus,Notebook,8,Windows,1.7,774.37152,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
120,Acer,Notebook,6,Windows,2.1,331.77455999999995,1,1,141.21199808219862,Intel Core i3,1000,0,Intel
121,MSI,Gaming,16,Windows,1.8,1552.5525599999999,0,0,141.21199808219862,Intel Core i7,2000,256,Nvidia
122,Lenovo,Notebook,8,Other,2.2,435.6705599999999,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
123,HP,Notebook,16,Windows,2.5,880.34544,0,0,127.33567457123111,Intel Core i7,0,512,Nvidia
124,Acer,Notebook,4,Windows,2.1,312.38063999999997,0,0,100.45466986113651,AMD Processor,0,256,AMD
125,HP,Notebook,4,Other,1.86,179.39376,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
126,HP,Notebook,8,Windows,1.63,562.42368,0,0,157.3505121487356,Intel Core i5,1000,0,Intel
127,Asus,Notebook,4,Windows,1.65,192.54699359999998,0,0,111.93520355955211,AMD Processor,0,64,AMD
128,Dell,Notebook,16,Windows,2.8,966.9254399999999,0,0,127.33567457123111,Intel Core i7,2000,256,AMD
129,HP,Notebook,8,Windows,2.5,642.76992,0,0,127.33567457123111,Intel Core i5,0,256,Intel
130,Dell,Notebook,8,Windows,2.36,442.59003359999997,0,0,100.45466986113651,Intel Core i5,1000,0,AMD
131,Dell,Notebook,4,Windows,2.2,310.99536,0,0,141.21199808219862,Intel Core i3,1000,0,AMD
132,Acer,Ultrabook,8,Windows,1.6,612.2937599999999,0,1,157.3505121487356,Intel Core i7,0,256,Intel
133,Acer,Notebook,4,Windows,2.2,396.19007999999997,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia
134,HP,Notebook,8,Windows,2.05,414.19872,0,0,100.45466986113651,Intel Core i7,1000,0,Intel
135,HP,Notebook,8,Windows,1.63,684.32832,0,0,157.3505121487356,Intel Core i7,0,256,Intel
136,Lenovo,Notebook,4,Other,1.9,174.7946304,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
137,Asus,Gaming,8,Windows,3.0,649.69632,0,0,127.33567457123111,Intel Core i5,1000,128,Nvidia
138,Lenovo,Notebook,4,Other,2.2,345.62736,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia
139,HP,Notebook,4,Windows,1.32,484.15536,0,1,165.6321180513006,Intel Core i5,0,256,Intel
140,Acer,Notebook,4,Windows,3.0,453.6792,0,1,127.33567457123111,Intel Core i3,1000,0,Nvidia
141,Lenovo,Notebook,8,Windows,1.75,773.0000928,0,1,157.3505121487356,Intel Core i5,0,256,AMD
142,Lenovo,Gaming,8,Other,2.4,601.9041599999999,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
143,Toshiba,Notebook,4,Windows,2.1,416.96928,0,0,100.45466986113651,Intel Core i5,500,0,Intel
144,HP,Notebook,4,Windows,1.86,255.58416,0,0,100.45466986113651,AMD Processor,0,256,AMD
145,Asus,Ultrabook,8,Windows,1.25,761.21136,0,0,157.3505121487356,Intel Core i7,0,256,Intel
146,HP,Ultrabook,8,Windows,0.97,1394.97696,1,1,352.4651472131677,Other Intel Processor,0,512,Intel
147,Asus,Notebook,4,Windows,2.0,238.26816,0,0,141.21199808219862,Other Intel Processor,1000,0,Intel
148,MSI,Gaming,16,Windows,2.9,1405.36656,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
149,Acer,Notebook,4,Windows,2.1,309.61008,0,0,100.45466986113651,Intel Core i3,1000,0,Intel
150,Dell,Gaming,16,Windows,2.56,865.2874463999999,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
151,Dell,Gaming,8,Windows,2.62,622.68336,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia
152,Lenovo,Notebook,4,Windows,1.9,344.93471999999997,0,0,100.45466986113651,Intel Core i5,0,128,Intel
153,MSI,Gaming,16,Windows,2.8,1309.0895999999998,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
154,HP,Ultrabook,4,Windows,1.48,749.43648,0,0,157.3505121487356,Intel Core i5,0,256,Intel
155,HP,Notebook,6,Windows,1.91,428.74415999999997,0,0,141.21199808219862,Intel Core i5,0,256,AMD
156,Lenovo,2 in 1 Convertible,4,Windows,1.74,435.6705599999999,1,1,157.3505121487356,Intel Core i3,0,256,Intel
157,Asus,2 in 1 Convertible,8,Windows,1.1,910.8215999999999,1,0,165.6321180513006,Intel Core i5,0,256,Intel
158,Dell,2 in 1 Convertible,8,Windows,1.56,726.57936,1,0,141.21199808219862,Intel Core i7,0,256,Intel
159,Toshiba,Notebook,4,Windows,2.1,309.61008,0,0,100.45466986113651,Intel Core i3,500,0,Intel
160,Asus,Notebook,4,Windows,2.03,279.13392,0,0,100.45466986113651,AMD Processor,1000,0,AMD
161,Acer,Notebook,4,Windows,3.0,557.5752,0,1,127.33567457123111,Intel Core i5,0,256,Nvidia
162,Dell,Notebook,8,Windows,2.13,504.24191999999994,0,0,141.21199808219862,Intel Core i5,0,256,AMD
163,Lenovo,Gaming,16,Windows,2.5,747.35856,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
164,Acer,Notebook,4,Windows,2.1,241.03871999999998,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
165,MSI,Gaming,16,Windows,2.4,1246.05936,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
166,Acer,Notebook,4,Windows,2.1,251.78156639999997,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
167,Dell,Gaming,8,Windows,2.56,734.5377936,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
168,Acer,Notebook,8,Windows,3.0,591.51456,0,1,127.33567457123111,Intel Core i5,0,256,Nvidia
169,HP,Notebook,4,Windows,1.49,522.2505600000001,0,1,165.6321180513006,Intel Core i5,500,0,Intel
170,Huawei,Ultrabook,8,Windows,1.05,934.37136,0,1,199.69207064108247,Intel Core i5,0,256,Intel
171,HP,Notebook,6,Windows,2.71,484.15536,0,1,127.33567457123111,Intel Core i5,2000,0,AMD
172,Lenovo,Notebook,4,Other,2.2,214.02576,0,0,100.45466986113651,AMD Processor,500,0,AMD
173,Toshiba,Notebook,4,Windows,2.0,338.70095999999995,0,0,100.45466986113651,Intel Core i3,500,0,Intel
174,HP,Notebook,8,Windows,2.5,639.30672,0,0,127.33567457123111,Intel Core i5,0,256,Nvidia
175,Dell,Notebook,8,Windows,2.3,317.92176,0,0,100.45466986113651,Intel Core i3,1000,0,Intel
176,Acer,Notebook,4,Windows,2.1,310.99536,0,0,100.45466986113651,Intel Core i3,0,128,Intel
177,MSI,Gaming,32,Windows,4.4,1938.6993599999998,0,0,119.7232157653423,Intel Core i7,1000,512,Nvidia
178,Lenovo,Notebook,8,Windows,1.9,563.11632,0,0,141.21199808219862,Intel Core i5,1000,128,AMD
179,HP,2 in 1 Convertible,8,Windows,1.29,1038.26736,1,1,331.2642361026012,Intel Core i5,0,256,Intel
180,Dell,Notebook,16,Other,2.02,726.57936,0,0,141.21199808219862,Intel Core i7,2000,256,AMD
181,Dell,Ultrabook,8,Windows,1.23,969.0033599999999,0,0,165.6321180513006,Intel Core i5,0,256,Intel
182,Lenovo,2 in 1 Convertible,16,Windows,1.4,1280.69136,1,1,316.96506044349616,Intel Core i7,0,512,Intel
183,Toshiba,Notebook,8,Windows,2.0,549.26352,0,0,100.45466986113651,Intel Core i5,0,128,Intel
184,Xiaomi,Notebook,8,Other,1.95,830.47536,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
185,Dell,Notebook,16,Windows,2.77,1072.89936,1,0,127.33567457123111,Intel Core i7,0,512,Nvidia
186,Dell,Notebook,16,Windows,2.06,1660.25808,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia
187,Lenovo,Gaming,8,Other,2.4,539.56656,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
188,Acer,Ultrabook,8,Windows,1.12,685.02096,0,1,165.6321180513006,Intel Core i5,0,256,Intel
189,Dell,Notebook,8,Windows,2.8,751.5144,0,0,127.33567457123111,Intel Core i7,1000,128,AMD
190,Lenovo,2 in 1 Convertible,16,Windows,1.42,1956.0153599999999,1,0,209.8006828649808,Intel Core i7,0,1000,Intel
191,Vero,Notebook,4,Windows,1.3,180.08639999999997,0,1,157.3505121487356,Other Intel Processor,0,0,Intel
192,Xiaomi,Ultrabook,8,Other,1.3,692.5707359999999,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia
193,Lenovo,Notebook,8,Other,2.8,483.46272,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia
194,Dell,2 in 1 Convertible,8,Windows,1.62,581.12496,1,1,165.6321180513006,Intel Core i7,1000,0,Intel
195,HP,Notebook,8,Windows,2.5,633.07296,0,1,127.33567457123111,Intel Core i5,1000,0,Nvidia
196,Razer,Gaming,32,Windows,3.49,4224.411359999999,1,0,254.67134914246222,Intel Core i7,0,1000,Nvidia
197,HP,Notebook,8,Windows,1.49,664.2417599999999,0,0,165.6321180513006,Intel Core i5,0,512,Intel
198,HP,Gaming,16,Windows,3.35,955.1505599999999,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia
199,HP,Notebook,8,Windows,2.5,723.8087999999999,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia
200,Dell,Gaming,16,Windows,2.65,1277.9208,0,1,282.42399616439724,Intel Core i7,1000,512,Nvidia
201,Lenovo,Notebook,4,Windows,2.1,341.47152,0,0,100.45466986113651,Intel Core i5,0,128,Intel
202,Acer,Notebook,8,Windows,2.23,513.93888,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
203,Lenovo,Gaming,16,Windows,3.2,1211.42736,0,1,141.21199808219862,Intel Core i7,1000,512,Nvidia
204,Dell,Workstation,16,Windows,2.8,2116.0152,0,0,282.42399616439724,Other Intel Processor,1000,256,Nvidia
205,Lenovo,Gaming,16,Other,2.4,968.31072,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
206,Dell,Notebook,6,Windows,2.3,304.06895999999995,1,0,100.45466986113651,Intel Core i3,1000,0,Intel
207,Dell,Ultrabook,8,Windows,1.21,1349.95536,1,1,331.2642361026012,Intel Core i7,0,256,Intel
208,Dell,Ultrabook,8,Windows,1.2,1003.63536,0,0,165.6321180513006,Intel Core i7,0,256,Intel
209,Lenovo,Notebook,8,Windows,2.2,413.50608,0,0,100.45466986113651,Intel Core i5,0,256,Intel
210,Acer,Notebook,8,Other,2.4,539.56656,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
211,Asus,Gaming,16,Windows,2.9,974.5444799999998,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
212,HP,Notebook,4,Other,2.1,241.73136,0,0,141.21199808219862,Intel Core i3,500,0,Intel
213,Lenovo,Notebook,8,Other,2.2,380.25936,0,0,141.21199808219862,Intel Core i5,0,256,Intel
214,Huawei,Ultrabook,8,Windows,1.05,1038.26736,0,1,199.69207064108247,Intel Core i7,0,512,Intel
215,Dell,Ultrabook,8,Windows,1.4,645.4573632,0,1,165.6321180513006,Intel Core i7,0,256,AMD
216,Lenovo,Notebook,8,Other,2.8,407.96495999999996,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia
217,HP,Notebook,8,Windows,1.63,714.1118399999999,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia
218,Dell,Ultrabook,8,Windows,1.6,795.84336,0,0,157.3505121487356,Intel Core i5,0,256,Intel
219,Dell,2 in 1 Convertible,16,Windows,1.62,885.8865599999999,1,0,165.6321180513006,Intel Core i7,0,512,Intel
220,Dell,Notebook,8,Other,2.2,469.159704,0,0,141.21199808219862,Intel Core i5,0,256,AMD
221,Lenovo,2 in 1 Convertible,8,Windows,1.74,622.68336,0,1,157.3505121487356,Intel Core i5,0,256,Intel
222,Toshiba,Ultrabook,8,Windows,1.2,944.06832,0,0,165.6321180513006,Intel Core i7,0,256,Intel
223,HP,Notebook,8,Windows,2.1,549.95616,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
224,Dell,Gaming,16,Windows,4.42,1701.3593376,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia
225,Acer,Notebook,8,Windows,2.2,576.27648,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
226,Dell,Notebook,16,Windows,2.3,594.9846864,1,0,141.21199808219862,Intel Core i7,1000,0,AMD
227,Asus,Notebook,8,Windows,2.0,532.6401599999999,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
228,Asus,Notebook,8,Windows,2.69,617.14224,0,0,127.33567457123111,Intel Core i5,500,256,Nvidia
229,HP,Notebook,8,Windows,1.9,878.9601599999999,0,0,141.21199808219862,Intel Core i7,1000,0,AMD
230,Asus,Notebook,4,Windows,2.37,276.3564336,0,0,100.45466986113651,Intel Core i3,1000,0,Intel
231,HP,Notebook,4,Windows,2.1,228.57119999999995,0,0,100.45466986113651,AMD Processor,500,0,AMD
232,Lenovo,Gaming,16,Windows,3.2,1038.26736,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
233,Dell,Notebook,8,Windows,1.6,594.9777599999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel
234,Acer,2 in 1 Convertible,8,Windows,1.6,477.22896,1,1,165.6321180513006,Intel Core i5,0,256,Intel
235,Dell,Notebook,16,Other,2.36,622.68336,0,0,141.21199808219862,Intel Core i7,0,256,AMD
236,Acer,Notebook,4,Other,2.1,270.1296,0,0,100.45466986113651,Intel Core i3,1000,0,Intel
237,Asus,Notebook,4,Windows,2.2,398.268,0,0,141.21199808219862,AMD Processor,1000,128,AMD
238,Asus,Gaming,32,Windows,4.7,2694.3696,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia
239,Acer,Gaming,8,Windows,2.5,585.97344,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
240,Lenovo,Notebook,8,Windows,2.2,407.96495999999996,0,0,100.45466986113651,Intel Core i3,0,128,Intel
241,Asus,Notebook,8,Windows,2.1,793.0727999999999,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia
242,Asus,Notebook,8,Other,2.69,615.7569599999999,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia
